city,latitude,longitude,date,nkill,nwound,gname
Baiji district,34.929167,43.493056,2015-07-07,6.0,20.0,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2015-07-07,1.0,3.0,Taliban
Kabul,34.516895,69.147011,2015-07-07,4.0,1.0,Taliban
Unknown,13.988915,45.5771,2015-07-07,5.0,10.0,Sanaa Province of the Islamic State
Fallujah,33.349159,43.784199,2015-07-08,1.0,0.0,Unknown
Zurmat district,33.435888,69.031454,2015-07-08,12.0,21.0,Taliban
Fallujah,33.349159,43.784199,2015-07-09,8.0,9.0,Unknown
Khalidiyah,33.414598,43.455254,2015-07-10,22.0,,Islamic State of Iraq and the Levant (ISIL)
Mogadishu,2.059819,45.326115,2015-07-10,8.0,8.0,Al-Shabaab
Mogadishu,2.059819,45.326115,2015-07-10,8.0,8.0,Al-Shabaab
Albu Hazim,33.393788,43.449279,2015-07-11,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
N'Djamena,12.126693,15.0284,2015-07-11,16.0,80.0,Boko Haram
Maiduguri,11.840929,13.141459,2015-07-11,5.0,3.0,Boko Haram
Kabul,34.516895,69.147011,2015-07-11,5.0,1.0,Unknown
Daychopan district,32.633333,66.766667,2015-07-11,20.0,3.0,Taliban
Unknown,8.220931,28.85968,2015-07-11,2.0,10.0,Unknown
Baghdad,33.303566,44.371773,2015-07-12,7.0,20.0,Islamic State of Iraq and the Levant (ISIL)
Abu Fleis,33.383576,43.587153,2015-07-12,9.0,5.0,Unknown
Diffa,13.31489,12.6047,2015-07-12,4.0,2.0,Boko Haram
Khost,33.335258,69.928467,2015-07-12,34.0,23.0,Unknown
Baghdad,33.303566,44.371773,2015-07-12,12.0,23.0,Islamic State of Iraq and the Levant (ISIL)
Fotokol,12.379026,14.224362,2015-07-13,6.0,3.0,Boko Haram
Fotokol,12.379026,14.224362,2015-07-13,7.0,4.0,Boko Haram
Njimtilo,11.831098,13.150967,2015-07-13,2.0,3.0,Boko Haram
Unknown,29.368226,32.174605,2015-07-15,1.0,0.0,Sinai Province of the Islamic State
Baiji,34.92485,43.491413,2015-07-15,24.0,10.0,Islamic State of Iraq and the Levant (ISIL)
Bolan,31.589827,64.337952,2015-07-15,4.0,5.0,Unknown
Riyadh,24.633333,46.716667,2015-07-16,1.0,2.0,Najd Province of the Islamic State
Jaji Maydan district,33.638947,70.121765,2015-07-16,2.0,0.0,Unknown
Quetta,30.200819,66.994354,2015-07-17,2.0,4.0,Lashkar-e-Jhangvi
Damaturu,11.74464,11.970257,2015-07-17,44.0,,Boko Haram
Damaturu,11.74464,11.970257,2015-07-17,8.0,,Boko Haram
Bani Saad,33.573486,44.547424,2015-07-17,121.0,130.0,Islamic State of Iraq and the Levant (ISIL)
Dera Ismail Khan,31.834328,70.90905,2015-07-19,2.0,0.0,Tehrik-i-Taliban Pakistan (TTP)
Dinsor district,2.407686,42.97077,2015-07-19,7.0,0.0,Al-Shabaab
Galgaduud district,5.185013,46.825284,2015-07-19,,,Al-Shabaab
Suruc,36.975594,38.426399,2015-07-20,34.0,101.0,Islamic State of Iraq and the Levant (ISIL)
Kobani,36.886497,38.350204,2015-07-20,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Heze,35.23375,115.480656,2015-07-20,3.0,23.0,Unknown
Damaturu,11.74464,11.970257,2015-07-20,8.0,,Boko Haram
Dera Ismail Khan,31.834328,70.90905,2015-07-21,1.0,0.0,Unknown
Baghdad,33.303566,44.371773,2015-07-21,3.0,9.0,Islamic State of Iraq and the Levant (ISIL)
Tarmiyah district,33.673248,44.361488,2015-07-21,4.0,9.0,Islamic State of Iraq and the Levant (ISIL)
Fallujah,33.349159,43.784199,2015-07-21,18.0,34.0,Islamic State of Iraq and the Levant (ISIL)
Biu district,10.817222,12.088333,2015-07-21,1.0,1.0,Unknown
Unknown,32.938276,66.127715,2015-07-27,2.0,2.0,Unknown
Almar district,35.8464,64.5333,2015-07-22,20.0,30.0,Taliban
Maroua,10.592529,14.321009,2015-07-22,6.0,16.0,Boko Haram
Maroua,10.592529,14.321009,2015-07-22,7.0,16.0,Boko Haram
Karma,33.403057,43.911865,2015-07-22,24.0,24.0,Islamic State of Iraq and the Levant (ISIL)
Gombe,10.286653,11.163861,2015-07-22,8.0,15.0,Boko Haram
Gombe,10.286653,11.163861,2015-07-22,8.0,15.0,Boko Haram
Fallujah,33.349159,43.784199,2015-07-23,57.0,53.0,Unknown
Fallujah,33.354051,43.845054,2015-07-23,58.0,53.0,Unknown
Kabul,34.516895,69.147011,2015-07-23,0.0,0.0,Unknown
Maroua,10.592529,14.321009,2015-07-25,22.0,67.0,Boko Haram
Tall Abyad,36.695915,38.946732,2015-07-25,,,Islamic State of Iraq and the Levant (ISIL)
Tall Abyad,36.695915,38.946732,2015-07-25,,,Islamic State of Iraq and the Levant (ISIL)
Tuz Khormato,34.881348,44.62513,2015-07-25,5.0,22.0,Islamic State of Iraq and the Levant (ISIL)
Tuz Khormato,34.881348,44.62513,2015-07-25,5.0,22.0,Islamic State of Iraq and the Levant (ISIL)
Mogadishu,2.059819,45.326115,2015-07-26,18.0,41.0,Al-Shabaab
Ad Dur,33.407252,43.287188,2015-07-26,7.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Damaturu,11.74464,11.970257,2015-07-26,20.0,47.0,Boko Haram
Dinanagar,32.126683,75.463456,2015-07-27,9.0,7.0,Lashkar-e-Taiba (LeT)
Ramadi,33.420948,43.295662,2015-07-28,21.0,,Islamic State of Iraq and the Levant (ISIL)
Benghazi,32.069286,20.151144,2015-07-28,4.0,11.0,Muslim extremists
Harijiyah,34.92832,43.501463,2015-07-28,12.0,21.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-07-29,14.0,8.0,Islamic State of Iraq and the Levant (ISIL)
Deraa Dijla,33.344358,43.781277,2015-07-29,7.0,4.0,Unknown
Sarin,36.58749,38.301998,2015-07-30,18.0,15.0,Islamic State of Iraq and the Levant (ISIL)
Al-Baghdadi,33.802006,42.438267,2015-07-30,10.0,16.0,Unknown
Fallujah,33.349159,43.784199,2015-07-30,6.0,8.0,Islamic State of Iraq and the Levant (ISIL)
Unknown,16.930414,49.365314,2015-07-31,8.0,30.0,Al-Qaida in the Arabian Peninsula (AQAP)
Maiduguri,11.840929,13.141459,2015-07-31,9.0,11.0,Boko Haram
Bayda,13.985013,45.558479,2015-08-01,1.0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
Karabulak,39.672123,44.05033,2015-08-02,3.0,24.0,Kurdistan Workers' Party (PKK)
Derna,32.760422,22.635265,2015-08-03,1.0,0.0,Barqa Province of the Islamic State
Baghdad,33.303566,44.371773,2015-08-05,9.0,20.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-08-05,2.0,0.0,Unknown
Unknown,33.773349,45.149451,2015-08-05,14.0,9.0,Islamic State of Iraq and the Levant (ISIL)
Tiyas,34.52601,37.628807,2015-08-05,6.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Qaryatayn,34.227745,37.244217,2015-08-05,23.0,,Islamic State of Iraq and the Levant (ISIL)
Qaryatayn,34.227745,37.244217,2015-08-05,23.0,,Islamic State of Iraq and the Levant (ISIL)
Qaryatayn,34.227745,37.244217,2015-08-05,22.0,,Islamic State of Iraq and the Levant (ISIL)
Abha,18.223461,42.526051,2015-08-06,16.0,9.0,Hijaz Province of the Islamic State
Puli Alam,34.021194,68.999535,2015-08-06,7.0,10.0,Taliban
Kandahar,31.631083,65.742226,2015-08-06,8.0,1.0,Taliban
Sevare,14.527126,-4.094176,2015-08-07,13.0,2.0,Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood)
Kabul,34.516895,69.147011,2015-08-07,16.0,400.0,Taliban
Kabul,34.516895,69.147011,2015-08-07,26.0,25.0,Taliban
Kabul,34.516895,69.147011,2015-08-07,11.0,,Taliban
Bandar-i-Shurab,36.681449,69.114905,2015-08-08,23.0,19.0,Taliban
Derna,32.760422,22.635265,2015-08-09,8.0,14.0,Barqa Province of the Islamic State
Kanaan,33.693409,44.796085,2015-08-10,5.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Huwaydir,33.770897,44.624748,2015-08-10,52.0,80.0,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2015-08-10,6.0,17.0,Taliban
Istanbul,41.106178,28.689863,2015-08-10,1.0,10.0,Kurdistan Workers' Party (PKK)
Gereshk,31.825871,64.576431,2015-08-10,0.0,3.0,Unknown
Qalat,32.100204,66.901016,2015-08-11,1.0,0.0,Unknown
Marea,36.482582,37.197102,2015-08-11,,,Islamic State of Iraq and the Levant (ISIL)
Sabon Gari,10.592003,12.207662,2015-08-11,48.0,52.0,Boko Haram
Maiduguri,11.840929,13.141459,2015-08-11,0.0,0.0,Unknown
Karachi,24.891115,67.143311,2015-08-11,2.0,1.0,Tehrik-i-Taliban Pakistan (TTP)
Baghdad,33.303566,44.371773,2015-08-13,68.0,152.0,Islamic State of Iraq and the Levant (ISIL)
Mohammad Agha district,34.209997,69.100689,2015-08-13,1.0,23.0,Unknown
Baiji,34.92485,43.491413,2015-08-14,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Rumurigo,10.602989,13.032145,2015-08-15,3.0,7.0,Boko Haram
Samarra,34.208416,43.890713,2015-08-15,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Shadi Khan,33.924563,72.379948,2015-08-16,22.0,17.0,Tehrik-i-Taliban Pakistan (TTP)
Baghdad,33.303566,44.371773,2015-08-16,2.0,9.0,Islamic State of Iraq and the Levant (ISIL)
Fallujah,33.349159,43.784199,2015-08-16,18.0,15.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-08-17,9.0,11.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-08-17,9.0,11.0,Islamic State of Iraq and the Levant (ISIL)
Albu Aythah,33.468018,43.327589,2015-08-17,10.0,11.0,Islamic State of Iraq and the Levant (ISIL)
Ayn Tamr district,32.566667,43.488056,2015-08-18,0.0,0.0,Unknown
Baiji,34.92485,43.491413,2015-08-18,22.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Baiji district,34.929167,43.493056,2015-08-19,9.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Baiji district,34.929167,43.493056,2015-08-19,3.0,8.0,Islamic State of Iraq and the Levant (ISIL)
Qamishli,37.05336,41.227345,2015-08-19,12.0,29.0,Islamic State of Iraq and the Levant (ISIL)
Huwaysh,34.194717,43.800671,2015-08-20,1.0,27.0,Islamic State of Iraq and the Levant (ISIL)
Kuwayris,36.186638,37.583084,2015-08-22,30.0,,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2015-08-22,13.0,61.0,Taliban
Kismayo,-0.357847,42.54665,2015-08-22,27.0,30.0,Al-Shabaab
Mogadishu,2.059819,45.326115,2015-08-22,6.0,7.0,Al-Shabaab
Ramadi district,33.416667,43.3,2015-08-23,25.0,1.0,Islamic State of Iraq and the Levant (ISIL)
Qarbat Albu Hayyat,34.006023,42.421604,2015-08-24,14.0,,Islamic State of Iraq and the Levant (ISIL)
Qaysar district,35.562483,64.465371,2015-08-24,0.0,0.0,Unknown
Ramadi district,33.416667,43.3,2015-08-24,11.0,6.0,Islamic State of Iraq and the Levant (ISIL)
Damaturu,11.74464,11.970257,2015-08-25,7.0,28.0,Boko Haram
Damaturu,11.74464,11.970257,2015-08-25,1.0,1.0,Boko Haram
Maiduguri,11.840929,13.141459,2015-08-25,3.0,4.0,Boko Haram
Ramadi,33.420948,43.295662,2015-08-25,14.0,7.0,Islamic State of Iraq and the Levant (ISIL)
Abu Adh Dhuhur,35.73494,37.103072,2015-08-25,34.0,,Al-Nusrah Front
Marea,36.482582,37.197102,2015-08-27,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Kaiga Ngouboua,13.453287,14.726972,2015-08-26,2.0,0.0,Boko Haram
Bajawan,35.536944,44.281944,2015-08-27,4.0,8.0,Unknown
Ramadi,33.420948,43.295662,2015-08-27,6.0,10.0,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2015-08-28,2.0,2.0,Taliban
Fallujah,33.349159,43.784199,2015-08-29,7.0,9.0,Islamic State of Iraq and the Levant (ISIL)
Tall Rifat,36.472965,37.09436,2015-08-29,11.0,,Islamic State of Iraq and the Levant (ISIL)
Baiji district,34.929167,43.493056,2015-08-30,,,Islamic State of Iraq and the Levant (ISIL)
Hadithah,34.160587,42.37254,2015-08-30,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Hadithah,34.160587,42.37254,2015-08-30,5.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Janale,1.808302,44.695141,2015-09-01,97.0,,Al-Shabaab
Jamrud,34.002579,71.382477,2015-09-01,7.0,31.0,Tehrik-i-Taliban Pakistan (TTP)
Hadithah,34.160587,42.37254,2015-09-01,10.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Hadithah,34.160587,42.37254,2015-09-01,12.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Arish,31.126646,33.800865,2015-09-01,1.0,1.0,Unknown
Baiji district,34.930162,43.491904,2015-09-02,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Sanaa,15.325443,44.211895,2015-09-02,17.0,46.0,Sanaa Province of the Islamic State
Sanaa,15.325443,44.211895,2015-09-02,16.0,46.0,Sanaa Province of the Islamic State
Bauchi,10.303929,9.823745,2015-09-02,0.0,0.0,Unknown
Kerawa,11.184199,13.914285,2015-09-03,22.0,72.0,Boko Haram
Kerawa,11.184199,13.914285,2015-09-03,22.0,71.0,Boko Haram
Kirawa,11.185278,13.884167,2015-09-04,48.0,101.0,Boko Haram
Linmakara,11.089718,13.68837,2015-09-04,31.0,,Boko Haram
Janale,1.808302,44.695141,2015-09-05,3.0,1.0,Al-Shabaab
Puli Alam,34.021194,68.999535,2015-09-05,1.0,14.0,Unknown
Zabak,32.457859,62.065269,2015-09-06,1.0,0.0,Unknown
Abu Adh Dhuhur,35.735614,37.093959,2015-09-07,56.0,,Al-Nusrah Front
Unknown,35.28798,40.308863,2015-09-09,54.0,50.0,Islamic State of Iraq and the Levant (ISIL)
Al-Baghdadi,33.864799,42.536385,2015-09-09,15.0,13.0,Islamic State of Iraq and the Levant (ISIL)
Husaybah,34.154213,41.572376,2015-09-09,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Karma,33.440707,43.969894,2015-09-10,10.0,14.0,Islamic State of Iraq and the Levant (ISIL)
Shah Wali Kot district,32.07005,66.132969,2015-09-11,12.0,8.0,Taliban
Madagali,10.890739,13.627703,2015-09-11,6.0,,Boko Haram
Rafah,31.250196,34.24128,2015-09-11,3.0,4.0,Sinai Province of the Islamic State
Qarabagh district,34.845885,69.219084,2015-09-12,2.0,1.0,Unknown
Baiji district,34.928632,43.495831,2015-09-12,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Kolofata,11.162543,14.013976,2015-09-13,4.0,0.0,Boko Haram
Kolofata,11.162543,14.013976,2015-09-13,5.0,0.0,Boko Haram
Baiji district,34.922718,43.483088,2015-09-13,0.0,0.0,Unknown
Ghazni,33.542622,68.415329,2015-09-14,7.0,11.0,Taliban
Muhmand Dara district,34.242545,70.917709,2015-09-14,2.0,0.0,Taliban
Hasakah,36.503593,40.740627,2015-09-14,14.0,35.0,Islamic State of Iraq and the Levant (ISIL)
Hasakah,36.503593,40.740627,2015-09-14,14.0,35.0,Islamic State of Iraq and the Levant (ISIL)
Annaz,31.926022,41.254482,2015-09-15,3.0,2.0,Unknown
Hasakah,36.503593,40.740627,2015-09-15,8.0,21.0,Islamic State of Iraq and the Levant (ISIL)
Paghman district,34.591139,68.957643,2015-09-16,5.0,41.0,Taliban
Baghdad,33.303566,44.371773,2015-09-17,11.0,30.0,Islamic State of Iraq and the Levant (ISIL)
Baghdad,33.303566,44.371773,2015-09-17,6.0,17.0,Islamic State of Iraq and the Levant (ISIL)
Kandahar,31.516548,65.870557,2015-09-16,1.0,1.0,Taliban
Badaber,33.957536,71.573933,2015-09-18,42.0,22.0,Tehrik-i-Taliban Pakistan (TTP)
Fuah,35.982761,36.704647,2015-09-18,57.0,,Al-Nusrah Front
Kafrayah,35.990086,36.677223,2015-09-18,56.0,,Al-Nusrah Front
Baiji,35.007987,43.503203,2015-09-19,4.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Baghdad,33.303566,44.371773,2015-09-19,2.0,5.0,Unknown
Saqlawiyah,33.397812,43.706276,2015-09-19,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mora,11.046735,14.140454,2015-09-20,5.0,29.0,Boko Haram
Daman district,31.129304,65.765101,2015-09-20,1.0,3.0,Taliban
Maiduguri,11.840929,13.141459,2015-09-20,19.0,30.0,Boko Haram
Monguno,12.672892,13.615985,2015-09-20,28.0,62.0,Boko Haram
Mogadishu,2.059819,45.326115,2015-09-21,12.0,20.0,Al-Shabaab
Ras al-Ain,36.847954,40.070618,2015-09-21,3.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Ras al-Ain,36.847954,40.070618,2015-09-21,3.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Gouzoudou,11.110399,14.038569,2015-09-22,2.0,0.0,Boko Haram
Balad Ruz,33.693947,45.067425,2015-09-23,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Karma,33.436008,43.961858,2015-09-23,4.0,1.0,Unknown
Sanaa,15.325443,44.211895,2015-09-24,16.0,46.0,Sanaa Province of the Islamic State
Sanaa,15.325443,44.211895,2015-09-24,16.0,46.0,Sanaa Province of the Islamic State
Sarmoshkan,33.141556,63.860113,2015-09-24,1.0,20.0,Unknown
Segana,32.928757,68.519955,2015-09-27,10.0,24.0,Unknown
Shirin Tagab district,36.246773,64.848071,2015-09-27,3.0,3.0,Unknown
Harariyat,33.375365,43.891302,2015-09-27,15.0,,Islamic State of Iraq and the Levant (ISIL)
Karma,33.433795,43.963635,2015-09-28,8.0,10.0,Islamic State of Iraq and the Levant (ISIL)
Tarmiyah,33.669689,44.381317,2015-09-29,8.0,16.0,Islamic State of Iraq and the Levant (ISIL)
Baiji district,34.931046,43.491145,2015-09-29,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-09-30,17.0,,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2015-10-01,7.0,20.0,Boko Haram
Maiduguri,11.840929,13.141459,2015-10-01,7.0,19.0,Boko Haram
Sidra,30.63179,18.351568,2015-10-01,4.0,0.0,Tripoli Province of the Islamic State
Roseburg,43.288981,-123.333302,2015-10-01,10.0,7.0,Incel extremists
Baghdad,33.303566,44.371773,2015-10-03,12.0,37.0,Islamic State of Iraq and the Levant (ISIL)
Kuje,8.876564,7.244026,2015-10-02,6.0,13.0,Boko Haram
Abuja,9.075609,7.405351,2015-10-02,8.0,14.0,Boko Haram
Baghdad,33.303566,44.371773,2015-10-03,8.0,,Islamic State of Iraq and the Levant (ISIL)
Unknown,15.411662,12.765904,2015-10-04,10.0,12.0,Boko Haram
Kabul,34.516895,69.147011,2015-10-04,2.0,0.0,Haqqani Network
Khalis,33.848618,44.522125,2015-10-05,41.0,58.0,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2015-10-05,3.0,4.0,Taliban
Aden,12.825647,44.846416,2015-10-06,6.0,4.0,Adan-Abyan Province of the Islamic State
Aden,12.825647,44.846416,2015-10-06,6.0,4.0,Adan-Abyan Province of the Islamic State
Aden,12.825647,44.846416,2015-10-06,6.0,4.0,Adan-Abyan Province of the Islamic State
Sanaa,15.325443,44.211895,2015-10-06,6.0,12.0,Sanaa Province of the Islamic State
Kabul,34.516895,69.147011,2015-10-06,0.0,0.0,Haqqani Network
Damaturu district,11.746996,11.966192,2015-10-07,5.0,3.0,Boko Haram
Damaturu district,11.746996,11.966192,2015-10-07,2.0,3.0,Boko Haram
Damaturu,11.74464,11.970257,2015-10-07,10.0,4.0,Boko Haram
Gubio district,12.49693,12.781725,2015-10-07,2.0,,Boko Haram
Gubio district,12.49693,12.781725,2015-10-07,3.0,,Boko Haram
Kabul,34.516895,69.147011,2015-10-08,4.0,3.0,Taliban
Haritan,36.278435,37.085297,2015-10-08,21.0,24.0,Islamic State of Iraq and the Levant (ISIL)
Wata Pur district,34.91093,71.127397,2015-10-09,0.0,0.0,Unknown
Ankara,39.930771,32.76754,2015-10-10,105.0,245.0,Islamic State of Iraq and the Levant (ISIL)
Unknown,32.559761,41.919647,2015-10-10,,0.0,Islamic State of Iraq and the Levant (ISIL)
Baga Sola,13.533583,14.317183,2015-10-10,17.0,42.0,Boko Haram
Baga Sola,13.533677,14.317092,2015-10-10,21.0,10.0,Boko Haram
Kabul,34.516895,69.147011,2015-10-11,1.0,3.0,Taliban
Kangaleri,11.050002,14.149982,2015-10-11,11.0,29.0,Boko Haram
Maale Adumim,31.77347,35.298908,2015-10-11,0.0,2.0,Palestinian Extremists
Baiji,34.92485,43.491413,2015-10-12,4.0,13.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-10-12,10.0,8.0,Islamic State of Iraq and the Levant (ISIL)
Ishaqi,34.023571,44.031361,2015-10-13,2.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri district,11.826297,13.196133,2015-10-13,2.0,3.0,Boko Haram
Maiduguri district,11.826297,13.196133,2015-10-13,2.0,4.0,Boko Haram
Maiduguri district,11.826297,13.196133,2015-10-13,3.0,4.0,Boko Haram
Sur Baghal,31.496295,65.001476,2015-10-13,2.0,1.0,Taliban
Taunsa,30.705992,70.648447,2015-10-14,10.0,15.0,Tehrik-i-Taliban Pakistan (TTP)
Baiji,35.015777,43.500912,2015-10-15,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.796639,13.236847,2015-10-15,8.0,12.0,Boko Haram
Maiduguri,11.948538,14.518024,2015-10-15,8.0,13.0,Boko Haram
Dammam,26.428604,50.066521,2015-10-16,6.0,9.0,Bahrain Province of the Islamic State
Umarri,11.899922,13.466941,2015-10-16,22.0,14.0,Unknown
Hudaydah,14.781294,42.972851,2015-10-16,12.0,,Al-Qaida in the Arabian Peninsula (AQAP)
Dar,9.32505,12.438058,2015-10-17,14.0,,Boko Haram
Baghdad,33.303566,44.371773,2015-10-17,0.0,0.0,Unknown
Maiduguri,11.923714,13.046251,2015-10-18,1.0,0.0,Boko Haram
Albu Rishah,33.467331,43.23251,2015-10-18,1.0,0.0,Unknown
Ramadi,33.420948,43.295662,2015-10-20,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Spin Boldak district,30.996752,66.415434,2015-10-21,6.0,2.0,Taliban
Unknown,15.411662,12.765904,2015-10-21,6.0,3.0,Boko Haram
Chalgari,28.95,67.883333,2015-10-22,13.0,12.0,Lashkar-e-Jhangvi
Jacobabad,28.282935,68.436488,2015-10-23,28.0,19.0,Lashkar-e-Jhangvi
Maiduguri,11.840929,13.141459,2015-10-23,11.0,11.0,Boko Haram
Yola,9.203496,12.49539,2015-10-23,28.0,96.0,Boko Haram
Pir Qayyum,33.688644,70.33078,2015-10-23,0.0,0.0,Unknown
Tarmiyah,33.669689,44.381317,2015-10-24,3.0,9.0,Unknown
Baghdad,33.303566,44.371773,2015-10-24,2.0,9.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2015-10-24,4.0,10.0,Boko Haram
Ramadi,33.420948,43.295662,2015-10-24,12.0,12.0,Islamic State of Iraq and the Levant (ISIL)
Njimtilo,11.899444,14.440278,2015-10-25,4.0,0.0,Boko Haram
Ramadi,33.420948,43.295662,2015-10-25,16.0,27.0,Islamic State of Iraq and the Levant (ISIL)
Fallujah,33.349159,43.784199,2015-10-25,11.0,7.0,Islamic State of Iraq and the Levant (ISIL)
Najran,17.554939,44.232357,2015-10-26,2.0,12.0,Hijaz Province of the Islamic State
Baghdad,33.303566,44.371773,2015-10-26,8.0,20.0,Islamic State of Iraq and the Levant (ISIL)
Aden,12.825647,44.846416,2015-10-26,5.0,2.0,Adan-Abyan Province of the Islamic State
Tharthar,33.683266,43.473259,2015-10-27,3.0,7.0,Unknown
Fallujah,33.349159,43.784199,2015-10-27,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Huwaysh,34.194717,43.800671,2015-10-28,12.0,,Islamic State of Iraq and the Levant (ISIL)
Kubla,10.891027,13.627237,2015-10-27,4.0,0.0,Boko Haram
Chah Anjeer,31.680202,64.31221,2015-10-30,7.0,10.0,Unknown
Karma,33.403057,43.911865,2015-10-30,14.0,,Islamic State of Iraq and the Levant (ISIL)
Samarra district,34.166004,43.905516,2015-10-31,1.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Mahin,34.24189,37.04668,2015-10-31,,,Islamic State of Iraq and the Levant (ISIL)
Mahin,34.24189,37.04668,2015-10-31,,,Islamic State of Iraq and the Levant (ISIL)
Mogadishu,2.059819,45.326115,2015-11-01,21.0,24.0,Al-Shabaab
Subayhat,33.365791,43.95932,2015-11-01,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Bamou,,,2015-11-01,3.0,11.0,Boko Haram
Mahin,34.24189,37.04668,2015-11-01,,,Islamic State of Iraq and the Levant (ISIL)
Al-Khatuniya,36.423756,41.224369,2015-11-02,1.0,,Islamic State of Iraq and the Levant (ISIL)
Hardan,36.471466,42.102936,2015-11-02,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Dibis,35.672932,44.070145,2015-11-03,8.0,15.0,Islamic State of Iraq and the Levant (ISIL)
Arish,31.126646,33.800865,2015-11-04,7.0,10.0,Sinai Province of the Islamic State
Al-Houl,36.391727,41.148346,2015-11-04,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
